system_indicator|card_number|product_id|customer_number|embossing_name|embossing_date|card_valid_through|previous_valid_through|card_type_plastictipping|authorised_amount|authorised_amount_sign|first_usage_date|ytd_transaction_purch|ytd_transaction_purch_sign|ytd_transaction_cash|ytd_transaction_cash_sign|annual_charge_date|no_of_years_to_waive_annual|activation_flag|life_card_flag|activation_change_date|branch_number|application_type_1|application_type_2|facility_group_account_number|processing_group|credit_limit|credit_limit_sign|temporary_limit|temporary_limit_sign|current_balance|current_balance_sign|balance_carried_forward|balance_carried_forward_sign|amount_due|amount_due_sign|total_payments_since_cutoff|total_payments_since_cutoff_sign|amount_in_arrears_1_period|amount_in_arrears_1_period_sign|amount_in_arrears_2_periods|amount_in_arrears_2_periods_sign|amount_in_arrears_3_periods|amount_in_arrears_3_periods_sign|amount_in_arrears_4_periods|amount_in_arrears_4_periods_sign|amount_in_arrears_5_periods|amount_in_arrears_5_periods_sign|amount_in_arrears_6_periods|amount_in_arrears_6_periods_sign|amount_in_arrears_7_periods|amount_in_arrears_7_periods_sign|amount_in_arrears_8_periods|amount_in_arrears_8_periods_sign|statement_type|statement_indicator|opening_date|manual_limit_adj_flag_1|manual_limit_adj_flag_2|latest_due_date|latest_period_processed|payoff_flag|block_code_date|arrear_level|from_acct_no|debit_type|number_of_times_x29_days_in|number_of_times_3059_days_i|number_of_times_6089_days_i|number_of_times_90119_days|number_of_times_120149_days|number_of_times_150179_days|number_of_times_180209_days|number_of_times_210239_days|ac_into_collection_date|old_card_number_1
knbnldcoqg|ipcrlyfvyxbyddbq|yceoca|dqdicpolcuuhkiuulllbjzdixxgyua|fvealinwxzocezfddzykmaheit|50928154|xknahh|hupugt|w|20333760498|u|99159471|23421936016|k|94906661429|l|mrdodz|f|rz|k|54412818|rnsr|z|r|wwtsiwafsqdijsai|mh|75188613987|e|21343437701|y|12418363657|x|28046909919|g|65863759280|i|05772155113|k|63517799090|x|24304131243|f|12803947102|m|22471299128|f|60567944621|e|87444384402|p|17849091809|r|32269334377|i|tirbsoxpjktkvmnr|m|49381088|50131004|69244901|04842583|82333975|24509643852|23604730|vpb|xanhvjbcsv|d|cfb|swi|urq|tar|ugs|upc|jco|khy|43904174|hpkxytnxetkuylal
yezslbubsd|ikohvvhiwequepiv|vkzqlw|mztxigtcbxwvtfuhrwnizuvxhgqqrg|ssbwqsbvkhjclijnyhftfujgtd|83253504|puwqxw|wmlpmf|k|14888841811|j|55753186|72001085124|u|70788917136|a|kocplc|m|bb|z|23890567|zdsw|a|j|hqqflihggcbygwxf|sz|37113417520|i|10398930986|b|85038069274|d|01017918935|l|71633433527|t|94421596394|d|03419821879|g|93955965061|s|03904523178|p|92144208734|x|75200462654|t|79685582652|z|61958987899|c|90799608868|d|sqweylivrxgbpaks|j|33832563|81555314|99441375|18595214|65177689|58010153165|31352315|evh|gnrzoxxqcy|u|cuv|lhu|ryc|itd|nzy|utv|zyf|plp|47386523|mmdmxfszgefoaruh
pgejbqmnlj|wdgghbladpekmmoe|jdspni|btkamnryuusuaswmbyuzlscrsrwtix|phrsjobwaioisauxpiundglaos|12552447|eyzjnx|amrmww|t|47295514359|t|86463483|48013722892|y|84679490131|c|bszqif|n|qf|a|93186933|mrqe|g|w|srbgmgpcgcdwhjce|vp|95517346537|p|15608966111|t|37561180057|t|66505654372|n|48796815483|j|69983982685|f|91762585847|h|14240446321|p|36881528695|v|61946744613|c|61744329832|z|28086659826|b|41780274588|z|69220567253|b|kqfksstpzpoporfh|o|37898515|20365893|52827225|84315247|68951804|27783726127|59377931|yus|egxadavvrb|r|lcv|vge|gcl|eon|brm|rcz|mvq|bwk|20450885|lcbogjvqukxcvbxz
olqkyimjcx|ijzqkjirvaiemucu|tvufmf|wilokexyqryzwtoslsgwagiqgqkkwx|zwjfngxzxjlvlxtfwfbsvqkdzy|13874597|vpilqi|bwduan|q|44120246833|p|20438015|65091515049|p|61652486170|r|jbtsko|i|lj|w|16307598|vwnd|c|y|nsmexebtbsreqlsw|pt|93399533290|q|74522852539|s|54986579058|v|07925390171|l|36675928163|f|26301182555|y|41197910277|z|77651479835|j|94198880502|x|17875226392|v|88815247299|v|94142977277|w|56347034104|o|79574746964|l|mofuroskvfsyfxdy|k|62748161|66469391|92717607|77920835|38877997|86488354411|10223108|opx|xobdjuuior|u|jdv|ios|uej|zps|lqa|mza|ohj|srg|33711032|rvuipyvzvjsvcqsi
nikvxxgvau|hwnomkjfraylemfo|keejke|yjftwcslcrcjsoiwcyvispzdzgjvzf|kuqbzkgxnhndibuqnvrhutrhvx|60757269|wztmjw|niywqz|z|63692765029|g|76287543|78069763872|a|03202319225|s|uplhxi|j|be|g|54428659|attk|v|b|muvkjjlxmgbjipmv|wr|97719497975|n|76032428123|d|55292905971|q|58332018017|z|19484582731|c|28370296467|k|42428003268|t|34694998349|z|29327715934|w|86389059143|g|36466442116|j|22737269438|f|25932804130|x|34574738520|y|bauhthqcsxuvmtmm|k|46285186|32782574|12611023|39008254|90885982|72023212519|19593108|qby|phzbanncde|l|aam|zeh|nqu|tmw|ngv|cpo|wkl|zqu|15468506|dufrttjimnhuvocc
imzuhzhfwe|yxuedsiupjasvsus|jydeqz|zhbqegzslznzziwjtgirhsvfsagfod|siocmgfzpqmtzgsiwsvazpkzwt|85900013|dwzmwv|hmyoiw|m|34149093700|l|49383451|58319439442|v|56305917813|h|toxfua|q|ag|z|05884078|krqw|k|i|xuounxsnkiyupuxs|qc|01538115638|e|17579918285|g|21041160988|k|72112275537|y|01166586847|b|35176983307|r|40140932702|z|28988482965|c|58456951450|v|88396880127|e|91724923216|x|06310329665|l|06531449563|t|06525072532|e|xzhknzhdsomigiff|u|07563845|38142712|23319620|05154546|25003998|08734113898|24546521|ngw|wrafzrefua|q|qhb|qgg|pyh|lee|ejz|upo|zkt|bja|04751972|onkkgfemylgukoog
zdsezomeqv|hsgfmihizqxjegug|azaiol|fldqflydkltnacjckztxstnklfegns|flsegwmqtbrolhoqzdysmikqoi|92795848|juweql|utwjoj|t|32593734577|q|68937047|39764356359|i|15988793934|r|zcegqs|p|iw|u|37670677|bmee|d|l|iwskuzawlminrbbv|kg|40098918024|p|22796812335|r|30031486792|v|75130129040|z|87874845664|h|74139438599|c|33998558699|a|26054295480|d|04470403228|b|36279458829|s|77687417792|p|84321982752|n|40107220601|a|70812355281|z|qnswceseywskpdyc|a|38556967|95840667|39770006|10858038|43293619|23847257432|14881149|rew|vdopormgaq|f|tla|kdo|pvd|uxj|qex|yzd|mha|tvy|01842079|vrcwofzvdveuxqzf
wiiostyivl|pguntatqepzgywcf|tcvabi|ntrawhtfgxtulhckbqlfrtydmgkuip|vytomatxvgpoiziuaekruyyhnd|83325633|hdywpb|jhhsio|r|34679518970|p|77835644|85909760414|c|13209218605|y|aycksr|d|lm|f|25801114|rxjd|h|a|dtkwgkiibrctkokc|sz|30778036735|r|41525450305|j|14760349612|k|02187350054|s|71772776024|g|49812246962|h|30987552670|z|77764500102|v|60310171619|w|39920677308|c|21736223251|c|80921453454|u|02752965821|u|23231661385|m|plvuqjupwaiuyaxa|j|60806775|98653604|13360977|11645575|45051632|60052558827|83838312|xrr|bwzvumqemn|u|vjb|nzw|wqd|raq|wuz|nba|etf|gop|47940796|fxofptoegvptkhyi
iztelyidxz|shkovrhqedbcookz|osvelx|rvziptiybnxbpfgzadufsippxbhkow|sboyylxeigvhweormgclquacij|25529943|jayhcg|srjuot|x|08699137540|h|52876337|22669874286|v|73600540621|e|xnwhkc|f|uf|u|22048408|wzcd|a|h|yqxvrclyvnmkebhc|tf|21943876805|u|56803367317|y|56764168195|v|87311954344|b|22843910357|f|47854598275|z|66397831232|o|41879821298|l|95658834231|h|63899322654|o|35324667937|t|66967719664|z|58062049665|e|33452615770|u|eondwatrplyofbiu|k|25377007|91105369|31297485|91674062|76282006|97401518073|09647936|xxa|vaxbridqcd|e|fpg|kjw|pxs|lmp|hvk|rzp|qtx|tyn|59014272|ygpfylggpvwmvgqj
qlxsdmuzhe|tboxeglklwxcehha|ajchdf|likelfahbjupctmlfouzodlrraglcg|pgliefiiidlovddqconhplxcmv|20363010|hputft|wjtwts|j|19832021552|z|79770476|17853029434|m|91077682398|g|qgaogg|m|ce|m|68595353|qiea|m|n|wexeiuescwoozwcf|kg|66406981810|b|96105232293|y|14139474473|h|39141058153|i|30579653484|m|26014089586|s|11968471536|j|93835024556|j|00471019112|t|27009436936|p|78480032578|g|37614296333|f|76838273836|i|88750579016|c|tgkhmizkohievhfm|z|61198449|60789599|23874985|53793153|24032525|59299176628|29161652|bjb|ofqiwdrloy|j|iwq|sqq|owv|llu|biy|xtz|opm|abx|61400427|pdnjknxwawcgkpyk
tssuerulxx|lcxfxmahmccwqglh|ddfphu|ozjmfhjlusnnsnzyrmjfuoebqhhire|tfnxpywbtfrutjyoytnugoxmut|79361987|ysrjde|jqczzk|v|81295031046|e|68326734|73792884197|m|01318370655|h|pivogt|o|he|m|01144942|aowy|o|h|ltmnbflzdpussmtu|lo|52028534087|d|12149600288|e|16174788513|e|23692747276|p|13216473951|n|90209600064|y|06798047092|i|52129711791|n|74324157789|d|01721180408|w|37980737284|g|51037663066|y|13813480641|b|00429850597|c|oqxpnyhmuehflauh|e|92163996|52605055|02751690|86412419|22400740|02078437079|45309005|zfo|zlrexkwove|j|qdn|yza|pxs|qhh|giy|dne|ehj|wrb|84756939|dzbskhrnrqqubrkf
rkgcmzqyfd|kgbasotjeqnkmtrj|lyqxvy|omtnuvjzkfimjglwfuiqqhxekakyys|oyxdevatayogyrhiggcghxxhcn|24168510|odnxyg|gnduok|f|87156787860|p|96446818|58368110493|j|50640159108|x|eayxly|l|uv|h|95912109|fcds|q|u|ymqpiismwpozllbq|gb|32869905734|k|75191169114|l|10057595790|h|24652970557|m|69586256445|t|04679267400|y|06289776936|s|41245005642|b|58196920657|h|94321027804|a|37234684769|h|78147384646|h|73213411831|h|73777123594|g|lxgxvxlxhreaxmkm|j|09393207|65902650|53829430|88951318|83275868|48752821054|22207865|sof|lwzpzkkewv|z|xdw|hvp|pch|mhy|qqs|ovj|dgs|tvf|44671684|pzlyaiuuudrdaahl
xcrnesveyv|ahsauffumxvhzovl|podbab|mggpndhhubbrbkilrftcskuaqnwgjn|srkfxhzbghctobfduzqvclulfe|34799364|aqwsxa|nfkfkg|s|81983409798|v|62568910|42199976221|p|87571118510|y|ldjivy|z|wt|e|20606816|klju|l|k|ymcdunrrnoywelca|zw|64815893626|l|71861843214|g|20232297122|p|19215341834|t|25768617125|e|63553465193|d|75692005827|a|16686955131|p|02177289505|l|86916193058|m|71104116981|c|41562505145|z|94494686790|p|12339427713|a|hcpadsubsgodxgaq|b|06833370|29421883|36891202|50523712|68969401|88689783591|31831714|nsu|ufovfdvwmo|v|azh|nyj|zxv|snl|nac|whn|rsz|jrw|80399078|cezvyrjmfxgsbqjv
gkylchngrl|sgrtmyhotebsxvtu|donegf|azvbpkzqhyabmdozbjvgamtqxhedqx|pudfesrqnlbdcyloytjkiknsty|14125110|wudcgi|aluckg|t|10836786586|i|15033028|15097217223|h|01874823349|g|auiiex|u|hk|m|17492613|mick|c|c|ffhkuuayakeginia|xw|54954412511|q|20191601204|i|82590847415|n|56645060936|x|53836596835|y|57661342774|h|77946428805|d|89271175951|h|31175969523|p|14955633311|s|99958247183|u|85471785362|a|42687262840|k|84794774707|a|fkljuvsgtcfiispo|u|22053172|44230289|62643398|19065499|65007432|56257609158|95327924|dqx|akyfutvyqa|w|zmm|ngc|abn|sxo|xox|dvt|pfh|baq|34925393|xvcwfzhdxfpqbipj
xnqivjqiom|jfpuqrioyskngkyh|adwdtj|ezyvukihhpqkndzblecgtrcwmvvrca|ogxmdayubbftrvkhosgnxcjerp|23601681|xmayie|mkmkeo|r|99130914208|l|60272392|61850180904|m|60610604764|i|wvgxgv|q|lp|f|33461282|gjjq|i|q|lqwlklpdmgpgiwda|nf|38875844328|i|45535247611|c|00566770716|c|44517603112|e|16460991026|c|34513267268|d|41741439475|k|80125946694|a|09669922554|o|67610699734|w|16743064906|z|72765618664|z|94904493497|v|30048944753|h|oixzyfwvkddrnmkp|g|39478730|46428347|06755048|91285643|83972776|92508763846|10917523|vnx|exxlqjgfij|q|uru|wru|ssm|eed|xii|yzh|zwa|tpz|01981779|jxjhdmnkakxpihfc
ledwxiveaa|apzoaglsgpiebcao|yxthfz|edybufxhurydceyvsrfmudykefachn|mmcagizwbqwedkewhodijqtcve|31729537|gjdgcr|svqdqh|e|38677752350|f|87320776|69886195666|f|19682306894|m|vibmvl|u|ac|h|61497132|tnrs|v|q|ttvbfcremranchzd|qh|97324477550|v|75169912708|v|09715065941|d|20903527500|q|88777362248|c|59424216344|e|56439565032|x|66170277820|m|87222085633|k|29243656720|a|92292423171|k|27687771955|a|33078397079|a|50900247017|a|lfvvdmcpfuwaccts|w|52871519|21796809|09524191|93291389|05346778|61512578310|31693201|ted|xzspyflroc|n|eln|qrl|tdh|cmr|hcw|jbk|xen|djy|95379871|gjiwbpznlfbxeqdm
lfmtmxlxmn|hqnfghulwkalqdhe|xxtxdd|sybodtmeygdelhjdteyubclwerplba|grtxmbbvjqsyghhyxesbtzuwsg|78782268|xhlxub|ezinpz|r|94766590591|b|34562983|36761197143|e|70305937955|m|butloj|h|jv|y|53736887|yecr|f|i|mnauiqwkhsganjnn|ri|18636340722|w|63835393499|e|40915111788|z|18228834456|k|00985769877|p|22954522474|z|14406451170|i|64766278551|k|05726581820|m|26998195616|u|83449931875|k|77489057231|n|40246280312|e|89357988965|u|uefvzkevtdwcxhgk|q|08349784|35510131|75402228|80021030|14527119|97963934462|20329595|qip|ojylbxxwaf|p|wxk|bir|zzs|grv|cjg|pwh|bnq|hii|50723640|hzqmxvuxyyqoeybz
eoatxxssyt|wlqdfcvhmuktfzzl|putbam|dmczmgtwdhquywcvxnweeltnmbuamn|xjctnrusjqvyryljytecdjwvgt|18563893|zcysvg|npwwcw|x|41282149180|u|76626214|18585228948|u|03344250798|u|vspwor|w|cx|j|32966173|chka|p|c|locfmjoxspaaexja|zb|57318852020|u|01161784817|w|67354626346|y|05866455680|q|84774947113|o|60970519444|j|92762948811|c|54957811388|f|18508803266|b|41298011748|o|39376956758|g|37292255389|x|71747917277|l|35840841657|f|stisoqwjfbjkyfga|j|30217936|26442460|75986831|50862148|60805755|31723776576|80582699|cpj|zvrpcotcph|y|poi|twb|euu|owi|ije|jtw|iiu|kuu|12352414|jjtaqylxxsmclopv
tyaukwefnd|ektetytjhwxkutzn|dvylkd|fwgxpwhzpoaozicsgcqdzvczbiexkj|znljwybeoiiwplidafxsyuvyco|00755990|irnqet|phinnx|j|81335759060|h|63571338|94535460150|f|06311806633|h|habjqr|q|pg|p|01852072|apgr|d|k|sjgquhiuatlhtbcn|oo|47399359019|k|64704238209|l|91539066525|a|89530008568|f|71966702323|t|48152932697|f|83495164214|x|68937859827|h|59373600004|f|83907595747|x|87985341003|w|79408154912|w|13498185289|t|56350430570|d|rloyvxxptbavieog|c|51584663|79879390|45402556|87542358|64599327|47939901040|11288069|ntn|taragtfkgw|f|wqu|irx|udc|hhk|kyc|ruq|uno|xqh|55163293|pbkcqvmmixmdbyaw
igfwrvwecj|qnshvcmeitrdtvtj|hqikcn|wsukjeyzpbmrwizbslwgsudxgmkukw|itvagrczbboyhogkvoxadylgme|53822469|camnqy|tclpvp|g|99320686025|b|36745701|09847656645|j|05014609118|t|lveprk|p|rb|q|64973324|bbqx|y|o|rngreuuvvqjnxyku|bg|55271454246|h|67554613521|d|83157790507|j|67194844420|z|61774897068|l|50356963443|y|60807313906|c|11104094073|u|09697987652|x|68467104253|r|40924600025|u|10112601792|q|97620884520|v|74140854054|f|zsqwshxzkitlklhj|q|25430073|03246267|53115575|05003822|58344977|23618669317|18882914|akz|tvrrkdotbq|e|cgy|rwh|evj|bwb|tsu|lbi|cjz|rzn|16462068|dxuucfgvlxnnotna
hhqvluebjl|voofevcvxzqqedli|jhjuoz|rkqpfoefzwbdfjlhajpkchhgrveujj|agiaroaydjbvapbrkrhejetstb|87620017|bgsdvl|jobnye|u|75642058288|r|08323512|86355418399|w|82275657081|k|pbtsoz|e|pr|j|18698866|yzki|n|b|beuouvuitjehlzta|vd|19100286497|o|52302998347|q|63643867413|f|31407316693|t|84353933803|u|09179959351|d|85784903685|w|74765644506|r|22108854768|l|89242404731|e|16303022054|w|47709410263|z|51100815004|z|08263290304|x|eaawzfevhrprezde|s|82253107|39565856|99270907|42883887|43938137|74860867295|07417349|wbu|rvrqmowujp|h|fkc|fey|eox|uhb|wto|iau|qgy|ngm|35007135|lhqstydktkqwgejw
velppgzzxd|fqzqgczblksjzhyk|ldyjxp|lmngxudtgemhxxacwzncxyfhdbckwl|givbcxvtuatohzkrnretncwlgy|39295463|ydvgqf|ulnlvh|q|02238130796|z|30687063|90962967737|n|58951021093|u|rtqknu|q|ch|e|45923795|gsim|s|o|xlpouxbutdddxitx|fb|35559683302|v|47704673449|t|86054539157|w|05183972525|s|48065877866|k|05125535356|x|75413799937|n|55897521525|u|73357930975|j|00236851926|h|93992905974|s|20718501439|j|64251491246|c|99321140869|r|twvagcaibgifgxzi|a|60905488|99008845|73032618|72465184|81993815|39425981051|55533809|fri|idlpacgrap|h|nld|qkn|quh|yjr|roo|pxg|xpo|sze|41249064|lfjssznzroegiggx
qujwumbzdk|ocqefndbhbmfmdxa|gzttvy|zmwrtcoddbuwdfvepcxbucwckdjvyo|mxgcgenwaqogfqhgxoqpgmnuov|65094481|gzwqlv|btrgyc|u|86727203778|n|01901920|16407005367|q|05305867674|w|axkrec|k|pz|z|40419070|lhhu|l|g|xzhnjbfxudtgglpq|ob|45764502716|d|98837356398|o|46428947100|x|45131001070|t|61768043494|u|60164264674|d|39524867873|b|21611481755|u|99529998035|y|37585452106|z|99035732543|q|01235634537|k|23203018893|g|15106015995|x|ythawpbjenhvinmu|d|85070532|19227629|62716991|63726494|72212267|45687365997|88021084|azh|vomxbkvleb|c|vhu|iaw|lfo|hkz|mtq|uqc|rxd|wse|22157589|afercomkjjdlvxhb
osnzvuvlmi|xrlfpycwwteoeizn|vsexso|zpnlojcrjqepfwwfzjsjyyepaqdwod|wdbiodkxtgcitbargivnsrnnyn|73853121|mfvvgd|jzwmkq|e|28657132639|n|69341274|90079927922|j|93526393935|l|ttdjor|b|cd|k|98607333|icce|m|f|hobvbmomgpluzyva|il|42183811087|y|21170373615|a|11025935263|n|81302388429|u|26371705971|t|85017344463|d|65178517563|n|19805680462|t|96850994841|b|85114130867|h|46685626842|s|83377676344|r|92218851146|y|54016013825|r|wfvplbqxrofolqip|d|30404992|32128215|86467598|81732076|75006550|36442327395|17395411|gyo|cerlsccbvj|q|obc|moh|eom|wgy|uqd|vvf|hry|upc|46581748|dgimgzhliiejxdht
qybnbxyuny|knjfyqbfveeupxvc|iamnhf|joccuqaharspevncwbluvsyobnewls|kmvjdlhmddejwtvwifajomvfdq|54779691|frnjmd|labzxg|i|59151905374|j|81325022|11093450059|k|17319384835|c|oymbfh|p|cn|f|37559032|jwkn|d|x|iyvlkvaqmonkzdrz|is|64884337766|h|03242556504|z|06818068850|z|36604946298|i|79978675934|p|17225636010|f|45929049445|z|81435092102|n|89430594547|q|89313355789|v|65220391486|m|36467646545|u|97582985137|h|33967771376|e|dbwsqabsgdgtslyp|e|43934688|31324254|18777755|75832316|23910813|54993351780|95682848|xxb|hjjulhavra|t|bow|pbw|sbz|sum|zgn|xzs|smo|yhv|57669508|nsgdwwbodlywkqtu
tcgvsvnswk|mqfwoklgvxosyvez|nawxet|owozeivolmqustkppdgprrthcvgmkf|guajybxqrbcswkvbwcfiirmtyv|65761654|cwlddw|dahfcu|u|77135355468|s|04231149|57408314446|p|92737747661|l|zxnrjq|b|iz|t|97611215|iopq|r|h|pvctsoutdsallbok|yp|97698028641|t|63537757456|c|88398686799|q|57095527030|c|36946584648|m|91618076054|u|24699799134|p|99102566506|o|85754556779|p|82241287836|k|44012827746|b|81699717742|w|00211775531|g|94531784696|m|hegbheggyviybdgr|t|14751527|72562284|64645565|51456214|42366633|94938929981|33705436|zey|cgjsflhqsq|l|rib|yky|mqi|vqq|tjd|szg|cuy|vvi|42816195|cobazzxoeedjzozl
xyacyhndhs|supgrrutradayvjo|bnuwbt|mgjkljzotrmxdriyiangdxenftclhh|pywrdktctrchmzperbtinjdecd|46079651|wigtpx|wbsebg|p|77779310117|v|33023994|21632359954|e|59699310976|v|jxddrc|a|ru|b|26469531|jbvs|p|x|oknkidqhmkwctzvr|jp|78890435339|e|08915403536|e|67335644619|z|11341468193|h|18706605830|q|83115001209|c|29611489378|r|84197012044|s|35527848253|f|85222032494|c|18913981424|y|34254312752|e|55872370766|t|26007582269|v|hvmtuhrhsuulepez|v|79725460|65010775|39608100|56566893|37579859|12494551096|80725559|fxv|fmgiidernu|c|enb|lpg|fqu|fqd|flp|zsa|jjo|gkj|00463478|vxxqgdatvhkdigyb
vzsouxdbka|ttdjokpaejruhbjg|sdcuof|nnjjxwkuofzniedjvbpvbxjnihdffk|nfrvdfblfsrtudckeesckblygj|79835548|hztyze|qlzejl|e|51573185300|p|76174318|55413316945|p|81597640012|e|uzmhet|u|lv|h|84595133|thxg|c|z|udvujyieqqpuqbwd|yu|90878948079|m|12608359738|c|77434512319|c|15577883209|t|32721604424|w|06708530187|p|42830960355|c|55567650691|d|13697304194|l|59268869942|y|23882203500|x|55514684299|w|48069241511|b|68210267533|y|spngckaynacfknac|s|33786603|95993212|12489816|00345235|00773637|32278791312|57100397|iau|ggvvjmgnfm|j|iag|lrm|zcj|nkb|urf|fbb|fei|fwy|78275589|lqxonajbxzayktou
ipvseceitb|cmqwepizlgfwqgyp|mqlmdy|zljbjmvooojlxalzvmdbjbhorfeipu|nizguqxbdhjxhtmislqtokdiwp|28084055|srhqqq|qvvyuh|x|91702398968|r|65106131|55113417198|r|02264678881|l|lwoexo|q|qu|y|51696564|qqkd|b|v|zjnshtnybtgkuwpj|wu|77037037112|s|14946566613|w|58409245889|y|46902363896|k|03999615729|j|88825611965|i|70654834127|g|97202445565|n|64429249045|k|21706488672|h|47766939729|z|15720630137|u|83247675909|k|24162424588|l|welsxxywilaxmqrc|k|46933661|62047560|75012257|47817658|11888605|66559994841|74228509|ylr|inyodelymo|u|pcy|dbn|kmt|xzw|wcl|zof|nlr|hnk|25999118|eopzwpmebxghmyoi
natonbjkys|smgywqanefykypcl|spcecx|cqibrsehrcjpmajbjnlhzjllsbxxnz|cmzurnvtiedpsagfahkghlgmcp|36933398|thmkli|iilkki|z|02745818226|j|51170360|01981955235|s|98104230164|o|dajtws|g|xc|b|95388313|urth|v|d|pymsdjrlbytgqawy|xw|42406071277|q|38045617778|h|57225810165|l|66816810961|z|71381256436|u|44987477600|c|85323837088|b|67266903885|y|55006229434|u|73606417957|w|98265973161|j|69864084665|n|98312617613|s|87487154517|k|hflsqiymqccifgoh|m|23122421|64576196|81896221|92553031|12202332|62580106212|45032478|fox|vzxwmtgsix|k|rti|eev|kki|tga|ddf|rig|zno|ajb|30793734|irlldlukhbzwgfug
hsxsnhekhq|wcnlvzbmzngmonfo|ppzout|ppfhlhokfwpdhheaffwpzybklhqusb|ziqcgfsrtnvepvvztybvrvqcvg|46649033|kpuzwq|bvriqj|c|59812349790|v|62579257|67145603704|h|90308821096|g|pvpnio|g|bb|c|91392778|drbj|j|a|mtnrouthdjsrwmfr|kk|44206248082|e|23428344637|e|91976318269|x|24539193780|l|17651827529|l|84243842064|o|71211662763|d|88626527313|e|17801029457|w|95796673035|t|60742801118|t|58633877402|w|63411136599|j|19894995984|g|lfthoxposdltubrd|r|48071323|84032428|17544577|62411721|68993788|84964667549|77940993|bks|xiooizuojy|w|vnp|adx|tkz|oay|rux|teb|zjc|wpn|88025771|befaalxckgqddlqc
qivnlpprhu|vrndpybtedlqcwqa|qyhzlz|xummitgybognpkvfgxeqsibnmrlbjs|akgdkdyhlxbrdmpiyeigwfozaz|76066062|gglxwv|knsagt|c|01164732130|i|51010973|11497696422|m|76804039360|m|svciue|z|ix|m|78664472|kadb|w|c|popuvpuqkgqzjoai|ak|79974969815|z|96277277742|z|38186595208|m|28194368629|s|66508654023|f|00900339871|v|58582150180|e|92245801361|i|52126018408|q|91452415392|j|21979322176|c|79499269476|j|43965243212|n|56382301155|f|rglsijzttgenqvac|f|54935031|04936523|01860770|96536508|94147427|49394792087|37067553|vif|kctwhunoae|a|efj|ben|yyq|rox|auk|vmw|axz|wwj|18678996|wpojyuuuxjvmxrje
xodssurqtg|kbfnvwgdznojsrqk|xdptow|hyjyvykrxbuttqvuuedulfnpfztesp|vxdmrspzcpyyufhtfviwkjsedh|54527005|apcscp|yjivcv|m|96823178307|p|64357255|48123539810|j|33334183175|r|xgixao|u|hy|s|07667359|emhe|u|h|zierlqafgkcjceaj|kw|26905443231|r|87424386535|u|04686671088|k|72043841330|x|44400479793|t|78924769798|b|27576178634|y|17287599035|j|82899153787|w|75163201528|d|18511441679|d|59263916568|o|97684074043|r|28158109276|h|gbkxprnlbguiqbfh|l|52794217|55318625|83638395|36004304|93386498|14659048475|89349389|xjw|nsffdzqerc|t|yrl|koa|wyw|cwk|xuj|syo|ybj|crl|16362441|rddbmpnvduwrkvsg
vvdmmdbsvu|jkhmzwdvuysuwgiz|bfyjul|gloqfpflajmmqgiuxvrthsurszoncn|acysdxykizooczvfhfqtynwjtg|27096060|geyqhv|cfkttx|o|03198511754|n|63513859|16760110988|l|11797522222|k|bwpwrv|q|lt|f|96399007|mcsh|q|u|bbuxhapjkcegtwup|bb|84014343902|s|07274882857|b|78581577288|j|22081946011|d|74174483051|j|95653382606|p|66808133239|w|36004730331|p|41514501063|v|62174835574|e|98340366336|y|77296709938|c|88901795443|x|88498448822|s|rifymacvokgnqvlp|e|83441733|63316521|66101537|39328272|97060669|70291840034|78985073|cjd|kcbtkznqne|c|gwe|cqi|kbd|ppa|vbk|pka|mai|fys|24484499|vldoymapzetgxeko
nohzyjfcvm|kefgruimzkdopunk|zcxdeo|mcksylltgyaltgyogfemljcellvjac|efoeccnscznqkdthkaegzfqbug|62557034|qpllch|zvlwrb|j|61791657590|s|12942346|49428913271|m|01443971104|o|wfvdav|a|bh|l|08371690|ptdj|s|b|wgmwntxcgkunusec|xr|93268900954|k|74763475013|t|90543684375|u|04008850759|x|76363661563|i|57541863451|v|86250675526|e|26187872590|w|99823545881|h|55868557445|q|57310602509|u|42714999776|s|77694093105|j|67440709664|u|wxfqoqmctaewbhve|k|33209724|09339373|47901647|22085225|88021753|35875812845|29701217|saz|jzobsuowfn|j|qjp|zst|ymm|bsw|hop|kfz|dri|tev|02122824|gtmkhmjivvflzpcq
juomhhlmbg|abfxfjuhidgwafof|yomvmh|lywgeqzilxmkwfazrlnwaqufctesbd|wiaihhsmdaavgwvxmzwgemlxkf|12347174|gjbdhw|fulqri|p|56162578492|s|47296562|54331905955|z|62874969327|o|hfhqwn|f|rc|h|98459362|ntpw|l|p|wyrkllfxmccuuews|dw|18247422839|f|85206351362|g|65501516858|k|48300010901|n|61778176750|n|09044756703|m|63381211606|r|58003680027|d|38592048451|u|84447520379|x|57250115265|h|29380333472|b|73181112902|m|49723332191|z|irdpzzjjvxoalncq|k|89429946|40048783|87437272|17366991|82145767|51991178672|08116423|pri|ciujrxpwcv|j|fhc|eoo|fff|rsv|iby|iuq|gmy|zwp|60294146|zfcibopbnfcmqjns
